Bezeichnung;Code
Audiologie-Phoniatrie-Assistent/in	;81222
Audiometrieassistent/in	;81222
Audiometrist/in	;81222
Audio-neurootologische/r Assistent/in	;81222
Audio-Producer/in	;94404
Audio-Techniker/in	;94533
Aufbäumer/in (Kabel)	;26301
Aufbaumonteur/in (Metallbau)	;24412
Aufbauorganisator/in	;71314
Aufbereiter/in - Bergbau	;21212
Aufbereiter/in (Kfz)	;25212
Aufbereitungsingenieur/in (Bergbau)	;21114
Aufbereitungsmechaniker/in - Braunkohle	;21212
Aufbereitungsmechaniker/in - Feuerfeste/keramische Rohstoffe	;21212
Aufbereitungsmechaniker/in - Naturstein	;21212
Aufbereitungsmechaniker/in - Sand und Kies	;21212
Aufbereitungsmechaniker/in - Sortierung/Klassierung	;21212
Aufbereitungsmechaniker/in - Steinkohle	;21212
Aufbereitungsmechaniker/in - Zerkleinerung	;21212
Aufbereitungsmechaniker/in Gewinnung (Naturstein)	;21212
Aufbereitungsmechaniker/in Gewinnung (Sand u. Kies)	;21212
Aufbereitungsmechaniker/in Gewinnung(feuerf.,keram.Rohstoff)	;21212
Aufdampfer/in (Elektromontage)	;26301
Aufnahmeleiter/in - Film und Fernsehen	;94493
Aufnahmeleiter/in (Rundfunk)	;94493
Aufnahmeleiterassistent/in	;94402
Aufnahmeschwester/-pfleger	;81382
Aufreiber/in	;24201
Aufreißer/in (Modellbau)	;22301
Aufschläger/in (Schmiedehelfer/in)	;24411
Aufseher/in (Landwirtschaft)	;11193
Aufsicht (Spielhalle)	;53111
Aufsicht (Verkauf)	;62193
Aufsicht -Messe/Ausstellungen/Warenhäuser	;53111
Aufsichtsperson (Unfallversicherung)	;73214
Aufspanner/in (Buchbinderei)	;23411
Auftragsakquisiteur/in	;61123
Auftragsannehmer/in (Fahrzeugbau)	;25212
Auftragskoordinierer/in	;71303
Auftragsleiter/in	;61124
Aufzeichner/in (Bekleidungsindustrie)	;28222
Aufzugbauer/in	;25132
Aufzugbauer/in - Elektroanlagen	;25132
Aufzugmonteur/in	;25132
Aufzugmonteur/in (Elektroanlagen)	;25132
Aufzugsbauer/in	;25132
Aufzugschlosser/in	;24412
Aufzugselektriker/in	;25132
Aufzugstechniker/in	;25133
Augenarzt/-ärztin	;81444
Augenarztgehilfe/-gehilfin (Orthoptist/in)	;81132
Augenoptiker/in	;82522
Augenoptiker/in (FS)	;82523
Augenoptiker/in (Weiterbildung)	;82523
Augenoptikergehilfe/-gehilfin	;82522
Augenoptikermeister/in/B. Prof. Augenoptiker-Handwerk	;82593
Augenoptiktechniker/in	;82523
Auktionator/in, Versteiger(er/in)	;61132
Au-pair	;83111
Aus- und Weiterbildungspädagoge/-pädagogin	;84223
Ausbäcker/in	;29222
Ausbaufacharbeiter/in - Bautischlerarbeiten	;33332
Ausbaufacharbeiter/in - Estricharbeiten	;33122
Ausbaufacharbeiter/in - Fliesen-, Platten- u. Mosaikarbeiten	;33112
Ausbaufacharbeiter/in - Fliesenlegerarbeiten	;33112
Ausbaufacharbeiter/in - Fußbodenlegerarbeiten	;33102
Ausbaufacharbeiter/in - Malerarbeiten	;33212
Ausbaufacharbeiter/in - Stuckarbeiten	;33222
Ausbaufacharbeiter/in - Stuckateurarbeiten	;33222
Ausbaufacharbeiter/in - Trockenbauarbeiten	;33302
Ausbaufacharbeiter/in - Wärme-, Kälte- u. Schallschutzarb.	;33312
Ausbaufacharbeiter/in - Zimmerarbeiten	;33322
Ausbaufacharbeiter/in (ohne Angabe des Schwerpunkts)	;33302
Ausbaufachwerker/in (§66 BBiG/§42m HWO)	;33302
Ausbauhelfer/in	;33301
Ausbaumanager/in	;33293
Ausbaumaurer/in	;32122
Ausbaupolier/in	;33393
Ausbautechniker/in	;33303
Ausbautechniker/in (Holz)	;33323
Ausbauzimmer(er/in)	;33322
Ausbeiner/in	;29232
Ausbesser(er/in), Ausschneider/in	;28122
Ausbildende/r hauswirtsch. Betriebsleiter/in (ländl. Hausw.)	;84223
Ausbildende/r hauswirtsch. Betriebsleiter/in (städt. Hausw.)	;84223
Ausbildende/r Landwirtschaftsmeister/in	;84223
Ausbilder/in - Anerkannte Ausbildungsberufe	;84223
Ausbilder/in - Bau	;84223
Ausbilder/in - Bausparkassenfachleute	;84223
Ausbilder/in - berufliche Umschulung	;84223
Ausbilder/in - Berufsbildungswerk	;84223
Ausbilder/in - Berufsförderungswerk	;84223
Ausbilder/in - Bundesvermögensverwaltung (gehob. nichtt. D.)	;84223
Ausbilder/in - Datenverarbeitungstechnik	;84223
Ausbilder/in - Entwicklungshilfe	;84223
Ausbilder/in - Erste Hilfe	;84483
Ausbilder/in - Gebäudetechnik	;84223
Ausbilder/in - Gewerbliche Wirtschaft	;84223
Ausbilder/in - Gewerblich-techn. Bereich	;84223
Ausbilder/in - Glasbautechnik	;84223
Ausbilder/in - Hauswirtschaft	;84223
Ausbilder/in - Hotel	;84223
Ausbilder/in - Konstruktion/Elektrotechnik	;84223
Ausbilder/in - Landesfeuerwehrschule (mittl. techn. D.)	;84223
Ausbilder/in - Landwirtschaft	;84223
Ausbilder/in - Medien- u. Informationssystemtechnik	;84223
Ausbilder/in - Milchwirtschaft	;84223
Ausbilder/in - MSR-Technik	;84223
Ausbilder/in - Nachrichtentechnik	;84223
Ausbilder/in - Öffentlicher Dienst	;84223
Ausbilder/in - Pharmareferenten/-innen	;84223
Ausbilder/in - Praktischer Dienst Feuerwehr (mittl. techn. D	;84223
Ausbilder/in - Requisite	;84223
Ausbilder/in - Restaurantfachleute	;84223
Ausbilder/in - Rettungsdienst	;84223
Ausbilder/in - Segeln	;84583
Ausbilder/in - Skilauf/-langlauf	;84583
Ausbilder/in - Sozialversicherung	;84223
Ausbilder/in - Touristik	;84223
Ausbilder/in - Trainerausbildung (Tennis)	;84223
Ausbilder/in - überbetriebliche Aus- und Weiterbildung	;84223
Ausbilder/in - Übungsfirma	;84223
Ausbilder/in - Wehrverwaltung (gehob. nichtt. D.)	;84223
Ausbilder/in - Weinbau	;84223
Ausbilder/in - Werkschutz	;84223
Ausbildungsbeauftragte/r	;84223
Ausbildungsbeauftragte/r (g.D. - Versorgungsverwaltung)	;84223
Ausbildungsberater/in	;71523
Ausbildungskoordinator/in	;84224
Ausbildungslehrer/in - (Tanzen)	;84583
Ausbildungslehrer/in - allgemein bildende Schulen	;84144
Ausbildungslehrer/in - Fachlehrerausbildung	;84144
Ausbildungslehrer/in - Sonderschullehrerausbildung	;84144
Ausbildungsleiter/in	;71514
Ausbildungsleiter/in - Flugsicherung	;84294
Ausbildungsleiter/in (Fleischwaren-/Lebensmittelindustrie)	;84294
Ausbildungsleiter/in (g.D. - Finanzämter)	;84294
Ausbildungsleiter/in (Holzwirtschaft)	;84294
Ausbildungsleiter/in (Konservenindustrie)	;84294
Ausbildungslokomotivführer/in	;84223
Ausbildungsmeister/in	;84223
Ausbildungsmeister/in - Entwicklungshilfe	;84223
Ausbildungsmeister/in - Werkstätten für Behinderte	;83193
Ausbildungsmeister/in in Behinderteneinrichtungen	;83193
Ausbildungsreferent/in	;84223
Ausbildungssteiger/in	;84223
Ausbildungsvermittler/in	;71523
Ausgeber/in (Textilreinigung)	;54101
Ausgießer/in	;24112
Ausgrabungsleiter/in (Archäologie)	;91234
Ausgrabungstechniker/in	;91233
Auskleider/in (Kunststoff- und Kautschuktechnik)	;22102
Auskunfterteiler/in	;71452
Ausländerbeauftragte/r	;83124
Ausländerberater/in	;83154
Ausländerpädagoge/-pädagogin	;91334
Auslandskaufmann/-frau	;61212
Auslandskorrespondent/in	;92414
Auslandskundenbetreuer/in	;72113
Auslandsvertreter/in	;61123
Auslieferungsfahrer/in (nicht Verkaufsfahrer/in)	;52182
Ausnäher/in	;28222
Ausrüster/in (Textilveredlung)	;28142
Ausrüstungsmeister/in	;25193
Außendienst-Gebietsmanager/in	;61194
Außendienstleiter/in (Versicherung)	;72194
Außendienstmitarbeiter/in	;61123
Außenhandelsassistent/in	;61212
Außenhandelsfachwirt/in	;61213
Außenhandelskaufmann/-frau	;61212
Außenhandelskorrespondent/in	;71412
Außenputzer/in	;33222
Außenrequisiteur/in	;94623
Außenrundschleifer/in	;24222
Außenwirtschaftler/in	;61213
Außenwirtschaftsbetriebswirt/in (Fachschule)	;61213
Außenwirtschaftsfachkaufmann/-frau	;61213
Außenwirtschaftsmanager/in	;61214
Außenwirtschaftsökonom/in	;61213
Ausstatter/in	;94614
Ausstatter/in (Damenhutherstellung)	;28222
Ausstattungs-Assistent/in	;94612
Ausstattungsleiter/in - Bühne/Film/Fernsehen	;94693
Ausstellungsdesigner/in	;93223
Ausstellungsdirektor/in	;94794
Ausstellungsentwickler/in	;93223
Ausstellungsgestalter/in	;93223
Ausstellungsschreiner/in	;33332
Ausstellungssekretär/in (Museum)	;94713
Ausstellungstechniker/in	;94713
Ausstellungstischler/in	;33332
Austräger/in	;51321
Auswieger/in	;51311
Auszahler/in	;62182
Autobusfahrer/in	;52132
Autodesigner/in	;93104
Autoelektriker/in	;26332
Autoelektromechaniker/in	;26332
Autofachwerker/in (§66 BBiG/§42m HWO)	;25212
Autofahrlehrer/in	;84513
Autogenschweißer/in	;24422
Autoglaser/in	;33342
Autohändler/in	;62272
Autokranführer/in	;52532
Autolackierer/in	;22212
Autolackierermeister/in	;22293
Automatenauffüller/in (Verpflegung)	;61142
Automatenaufsteller/in (Verleiher/in)	;61142
Automatenbefüller/in	;61142
Automatenbefüller/-kassierer/in	;61142
Automatenbetreuer/in	;61142
Automatenbohrer/in	;24232
Automatencaterer	;63394
Automatendreher/in	;24232
Automateneinrichter/in	;24232
Automateneinrichter/in - Formmaschinen, Gießanlagen	;24132
Automateneinrichter/in - spangebende Formung	;24232
Automateneinrichter/in - spanlose Fertigung	;24212
Automateneinrichter/in (Maschinenbau)	;25102
Automateneinsteller/in (Feinmechanik)	;24512
Automatenfachmann/-frau - Automatendienstleistung	;61142
Automatenfachmann/-frau - Automatenmechatronik	;25132
Automatenfachmann/-frau (ohne Fachrichtungen)	;61142
Automatenkassierer/in	;61142
Automatenkaufmann/-frau	;61142
Automatenmechaniker/in (Spiel- und Verkaufsautomaten)	;25132
Automatenschweißer/in	;24422
Automatenservicefachkraft	;61142
Automatenspritzer/in (Lackiererei)	;22202
Automatensticker/in	;28112
Automatentechniker/in	;25132
Automatisierungs-Assistent/in	;26122
Automatisierungsingenieur/in	;26124
Automatisierungsingenieur/in - Eisenbahnsich./Fernmeldetech.	;51224
Automatisierungsingenieur/in - Forschung und Entwicklung	;27104
Automatisierungsingenieur/in (FS) - Automatis. Nachrichtent.	;26313
Automatisierungsingenieur/in (FS) - Automatisierungsanlagen	;26123
Automatisierungsingenieur/in (FS) - Verfahrenstechnik	;26123
Automatisierungsingenieur/in (FS) Automatisier./Fertigungst.	;26123
Automatisierungskonstrukteur/in	;27223
Automatisierungstechniker/in (Elektrotechnik)	;26303
Automatisierungstechnische/r Assistent/in	;26122
Automechaniker/in	;25212
Automechanikerhelfer/in	;25201
Automechatroniker/in	;25212
Automobilbetriebswirt/in (Fachschule)	;61283
Automobilbetriebswirt/in (Hochschule)	;61284
Automobildesigner/in	;93104
Automobil-Fachmann/-frau	;25212
Automobil-Fachwirt/in	;61283
Automobilkaufmann/-frau	;62272
Automobilmanagement-Ökonom/in	;61284
Automobilmechaniker/in	;25212
Automobilmechatroniker/in	;25212
Automobil-Service-Assistent/in	;25212
Automobil-Serviceberater/in	;62272
Automobilverkäufer/in	;62272
Autopfleger/in	;54101
Autopolsterer/-polsterin	;28242
Autor/in - interaktive Lernprogramme	;92413
Autor/in / Schriftsteller/in	;92434
Autoradiomonteur/in	;26332
Autorenagent/in	;92384
Autorennfahrer/in	;94243
Autoreparaturschlosser/in	;25212
Autosattler/in	;28322
Autosattler/in und -polsterer/-polsterin	;28322
Autoschlosser/in	;25212
Autoservicemann/-frau	;25212
Autotaschensattler/in	;28322
Autovermieter/in	;61162
Autowäscher/in	;54101
Autowäscher/in, -pfleger/in	;54152
Avid Cutter/in	;94533
Avionic-Lehrer/in	;84523
Avioniker/in	;26332
Avionik-Mechaniker/in	;26332
Avionik-Schichtführer/in (Avionik-Supervisor/in)	;26393
AV-Mediendesigner/in	;23224
Bachelor of Arts - Musik	;94114
Bachelor of Science - Biowissenschaften	;41203
Bachelor of Science - Chemie	;41303
Bachelor of Science - Chemie (anorganische Chemie)	;41383
Bachelor of Science - Mathematik	;41103
Bachelor of Science - Molekularbiologie	;41283
Bachelor of Science - Ökotrophologie	;82283
Bachelor of Science - Physik	;41403
Bachelor Professional - Betriebsinformatik	;43113
Bachelor Professional - Energieeffiz./digi. Bauprojektmanag.	;31103
Bachelor Professional - IT	;43103
Bachelor Professional - IT (Datenanalyse)	;43113
Bachelor Professional - IT (Informationssicherheit)	;43383
Bachelor Professional - IT (IT-Beratung)	;43223
Bachelor Professional - IT (Softwareentwicklung)	;43413
Bachelor Professional - IT (Systemintegration u. Vernetzung)	;43313
Bachelor Professional - Straßenbetriebsmanagement	;51293
Bachelor Professional - Versicherungen und Finanzanlagen	;72133
Backend-Entwickler/in	;43413
Bäcker/in	;29222
Bäcker/in und Konditor/in	;29222
Bäckereianlagenführer/in	;29222
Bäckereifachverkäufer/in	;62312
Bäckereimaschinenführer/in	;29222
Bäckereitechniker/in	;29223
Bäckereiverkäufer/in	;62312
Bäckerfachwerker/in	;29222
Bäckergehilfe/-gehilfin	;29222
Bäckerhelfer/in	;29201
Bäckermeister/in/B. Prof. Bäcker-Handwerk	;29293
Bäckerwerker/in (§66 BBiG/§42m HWO)	;29222
Backofenbauer/in	;34222
Backofenbauermeister/in	;34293
Backofenführer/in	;29222
Backstubenleiter/in	;29294
Backtechniker/in	;29223
Backwarenfacharbeiter/in - Bäcker	;29222
Backwarenfacharbeiter/in - Konditor/in	;29222
Backwarenhersteller/in	;29222
Backwarenverkäufer/in	;62312
Badeaufseher/in	;53111
Badebetriebsleiter/in	;53194
Badegehilfe/Badegehilfin	;53111
Badehelfer/in	;53111
Bademeister/in	;53193
Badeschwester/-pfleger	;81382
Badewärter/in (Schwimmbad)	;53142
Badleiter/in	;53194
Baggerfahrer/in	;52522
Baggerführer/in	;52522
Baggermaschinist/in	;52522
Bahnagent/in	;51632
Bahnarbeiter/in	;51311
Bahnarbeiter/in (Gleisbau)	;32232
Bahnbeamt(er/in) (geh. techn. Dienst)	;51223
Bahnbetriebsschlosser/in	;51112
Bahnexpedient/in	;51632
Bahnfachwirt/in	;51633
Bahnreiniger/in	;54101
Bahnschaffner/in	;51412
Bahnspediteur/in	;51633
Bahnverkehrsmeister/in	;51593
Bakteriologe/Bakteriologin	;41264
Balalaikamacher/in	;93612
Ballett- und Tanzdramaturg/in	;94404
Ballett- und Tanzpädagoge/-pädagogin	;84533
Ballettdirektor/in	;94494
Ballettlehrer/in	;84533
Ballettmeister/in	;94224
Ballettpädagoge/-pädagogin	;84533
Ballettrepetitor/in	;94184
Ballettschuhmacher/in	;28332
Balletttänzer/in	;94224
Ballonfahrer/in	;52383
Baltist/in	;91144
Bananenreifemeister/in	;29293
Bandagierer/in (Elektromotoren-, Transformatorenbau)	;26222
Bandagist/in	;82512
Bandagistenhelfer/in	;28301
Bandagistenmeister/in	;82593
Bandaufseher/in	;25122
Bandeisenschneider/in	;24212
Bandleiter/in	;27393
Bandleiter/in (Bekleidungsindustrie)	;28293
Bandleiter/in (Schuh-, Lederwarenindustrie)	;28393
Bandoneonmacher/in	;93682
Bandsägenführer/in	;22322
Bandscherensteuermann/-frau	;24212
Bandstahlhärter/in	;24302
Bandstanzer/in	;24212
Bandwalzer/in	;24122
Bandweber/in	;28122
Banjobauer/in	;93612
Bankangestellte/r	;72112
Bankbeamt(er/in) (geh. Dienst)	;72183
Bankbeamt(er/in) (höh. Dienst)	;72184
Bankbeamt(er/in) (mittl. Dienst)	;72182
Bankbereichsleiter/in	;72194
Bankbetriebswirt/in (Fachschule)	;72113
Bankbetriebswirt/in (Hochschule)	;72124
Bankbevollmächtigte/r	;72194
Bankbuchhalter/in	;72213
Bankdirektor/in	;72194
Bankdisponent/in	;72123
Bankenanalyst/in (Kreditgeschäft)	;72144
Bankettassistent/in	;63382
Bankettdirektor/in	;63394
Bankettleiter/in	;63394
Bankettleiterassistent/in	;63382
Bankettmanager/in	;63394
Bankettmanager-Assistent/in	;63382
Bankfachmann/-frau	;72112
Bankfachwirt/in	;72113
Bankfilialleiter/in	;72194
Bankkassierer/in	;72112
Bankkaufmann/-frau	;72112
Bankkorrespondent/in	;72122
Bankmitarbeiter/in	;72112
Bankpräsident/in	;72194
Bankprokurist/in	;72194
Bankrevisor/in	;72244
Banktischler/in	;22342
Bankvorstand	;72194
Barakuda-Tauchlehrer/in	;84583
Barbesitzer/in	;63394
Bar-Chef/in	;63393
Bar-Commis (Barmixer/in)	;63322
Bargehilfe/-gehilfin	;63301
Barista	;63322
Barkassenführer/in	;52422
Barkeeper/in	;63322
Barkellner/in	;63322
Barleiter/in	;63394
Barmann/Bardame	;63322
Barmeister/in	;63393
Barmixer/in, Barkeeper/in	;63322
Bartschleifer/in	;24201
Batteriehersteller/in	;26301
Bau- u. Möbeltischler/in	;22342
Bau- u. Möbeltischlermeister/in	;22393
Bau- und Metallmaler/in (§66 BBiG/§42m HWO)	;33212
Bau- und Projektkaufmann/-frau	;31173
Bauabdichtungstechniker/in	;33233
Bauabrechner/in	;31173
Bauaufseher/in - Glasbau/Fensterbau	;33393
Bauaufseher/in (Baukontrolle)	;31163
Bauaufzugsbediener/in	;52532
Bauaufzugsführer/in	;52532
Bauaufzugsmaschinist/in	;52532
Baubetriebsingenieur/in	;31104
Baubetriebstechniker/in	;31103
Baubetriebswirt/in (Hochschule)	;31174
Baubiologe/-biologin	;31164
Baublechner/in	;34202
Bauchredner/in	;94383
Bauchtänzer/in	;94224
Baudenkmalpfleger/in (Architekt/in)	;31154
Baudenkmalpfleger/in (Techniker/in)	;31153
Bauelektriker/in	;26212
Bauer/Bäuerin	;11102
Baufacharbeiter/in - Gleisbau	;32232
Baufacharbeiter/in - Hochbau	;32102
Baufacharbeiter/in - Kommunaler Tiefbau	;32202
Baufacharbeiter/in - Mauerwerksbau	;32122
Baufacharbeiter/in - Maurerarbeiten	;32122
Baufacharbeiter/in - Montagearbeiten	;32112
Baufacharbeiter/in - Montagebau	;32112
Baufacharbeiter/in - Putzen	;33222
Baufacharbeiter/in - Stahlbetonarbeiten	;32112
Baufacharbeiter/in - Stahlbetonbewehrungsbau	;32112
Baufacharbeiter/in - Stahlbetonschalungsbau	;32112
Baufacharbeiter/in - Tiefbau	;32202
Baufacharbeiter/in - Tiefbauarbeiten	;32202
Baufachwerker/in - Ausbau (§66 BBiG/§42m HwO)	;33302
Baufachwerker/in - Hochbau (§66 BBiG/§42m HWO)	;32102
Baufachwerker/in - Tiefbau (§66 BBiG/§42m HWO)	;32202
Baufachwerker/in (Hochbau)	;32102
Baufachwerker/in (Tiefbau)	;32202
Baufachwirt/in	;31173
Bauflaschner/in	;34202
Bauforscher/in	;31164
Baugeräteführer/in	;52522
Baugeräteführer/in - Hochbau	;52522
Baugeräteführer/in - Straßen- u. Tiefbau	;52522
Bauglaser/in	;33342
Baugussformer/in	;24142
Bauhelfer/in - Ausbau	;33301
Bauhelfer/in - Hochbau	;32101
Bauhelfer/in - Tiefbau	;32201
Bauhilfsarbeiter/in	;32101
Bauhistoriker/in	;91224
Bauhofarbeiter/in	;34112
Bauhoffacharbeiter/in	;51212
Bauhofverwalter/in	;52593
Bauingenieur/in - Hochbau	;32104
Bauingenieur/in - Stahl- und Metallbau	;24414
Bauingenieur/in - Tiefbau	;32204
Bauingenieur/in - Verkehr	;31134
Bauingenieur/in - Wasserbau	;32264
Bauingenieur/in (BA)	;31103
Bauingenieur/in (FS) - Brückenbau	;31133
Bauingenieur/in (FS) - Eisenbahnbau	;32233
Bauingenieur/in (FS) - Hochbau	;32103
Bauingenieur/in (FS) - Landschafts- und Grünanlagenanbau	;12143
Bauingenieur/in (FS) - Straßenbau	;32223
Bauingenieur/in (FS) - Tiefbau	;32203
Bauisoleur/in	;33232
Baukalkulator/in	;31173
Baukeramiker/in	;21412
Bauklempner/in	;34202
Baukletterer/-kletterin	;32162
Baukonstrukteur/in	;27223
Baukonstruktionstechniker/in	;27223
Baukontrolleur/in (Bautechniker/in)	;31163
Baukontrolleur/in (Sicherheitskontrolleur/in)	;31163
Baukranführer/in	;52532
Baukranmaschinist/in	;52532
Bauleitende/r Monteur/in	;34293
Bauleitende/r Monteur/in (Gas- u. Wasserinstallation)	;34293
Bauleitende/r Monteur/in (Kachelofen- u. Luftheizungsbau)	;34293
Bauleitende/r Monteur/in (Rohrnetzbauer/in)	;34393
Bauleiter/in	;31194
Bauleiter/in (Architekt/in)	;31194
Bauleiter/in (Ausbau)	;33393
Bauleiter/in (Bauingenieur/in)	;31194
Bauleiter/in (Hochbau)	;32193
Bauleiter/in (Straßenbau)	;32293
Bauleiter/in (Tiefbau)	;32293
Baumaler/in	;33212
Baumarktfachberater/in	;62262
Baumarktleiter/in	;62194
Baumarktverkäufer/in	;62262
Baumaschineneinsatzleiter/in	;52593
Baumaschinen-Fachmeister/in	;52593
Baumaschinenführer/in	;52522
Baumaschinenmechaniker/in	;25222
Baumaschinenmeister/in	;52593
Baumaschinenmonteur/in	;25222
Baumaschinenpolier/in	;52593
Baumaschinenschlosser/in	;25222
Baumaschinentechniker/in	;25223
Baumaschinenvorarbeiter/in	;52522
Baumaschinist/in	;52522
Baumaschinist/in (Baggerfahrer/in)	;52522
Baumeister/in (Architekt, Bauingenieur)	;31104
Bäumer/in (Kabel)	;26301
Bäumer/in (Webvorbereiter/in)	;28122
Baumfäller/in	;11711
Baumpfleger/in	;12142
Baumsanierer/in	;12143
Baumschmuckbläser/in	;93432
Baumschulenarbeiter/in	;12101
Baumschulenhelfer/in	;12101
Baumschulentechniker/in	;12123
Baumschulgärtner/in	;12122
Baumschulgärtnermeister/in	;12193
Bauökologe/-ökologin	;31164
Bauphysiker/in (FH/Uni)	;31164
Baureiniger/in (Gebäudereinigung)	;54112
Bausachverständige/r	;31164
Bausanierungstechniker/in	;31153
Bauschlosser/in	;24412
Bauschlosserhelfer/in	;24411
Bauschlossermeister/in	;24493
Bauschlussreiniger/in	;54112
Bauschmied/in	;24412
Bauschreiner/in	;33332
Bauspar- und Finanzierungskaufmann/-frau	;72112
Bausparberater/in	;72112
Bausparbetreuer/in	;72112
Bausparfachmann/-frau	;72112
Bausparfinanzierungssachbearbeiter/in	;72113
Bausparkassenantragsbearbeiter/in	;72112
Bausparkassenberater/in	;72112
Bausparkassenfachmann/-frau	;72112
Bausparkassenkaufmann/-frau	;72112
Bausparkassenmakler/in	;72123
Bausparkassenprüfer/in	;72244
Bausparkassenrevisor/in	;72244
Bausparkassensachbearbeiter/in	;72112
Bausparkassenvertragsverwalter/in	;72112
Bausparkassenvertragswerber/in	;72112
Bausparkassenvertreter/in	;72112
Bauspengler/in	;34202
Bausteinmetz/in	;21232
Baustellenelektriker/in	;26212
Baustellenkontrolleur/in	;31163
Baustellenleitend. Monteur/in	;31193
Baustellenprüfer/in	;31163
Baustellenrechner/in	;31173
Baustoffhändler/in (Einzelhandel)	;62262
Baustoffhersteller/in - Steine- und Erdenindustrie	;21222
Baustoffindustriehelfer/in	;21201
Baustoffingenieur/in (FS) - Bauelemente	;21223
Baustoffingenieur/in (FS) - Baustoffe	;21223
Baustoffkonstruktionstechniker/in	;27223
Baustofflaborant/in	;41432
Baustoffmaschinist/in - Beton	;21222
Baustoffmaschinist/in - Bindebaustoffe	;21222
Baustoffmaschinist/in - Faserbaustoffe	;21222
Baustoffmaschinist/in - Kleinformatige Bauelemente	;21222
Baustoffmaschinist/in - Schwere Zuschlagstoffe	;21222
Baustoffprüfer/in	;41432
